Modifying TestDateWritable to cover 200 years,  adding all timezones to the set, and making it accumulate errors, results in the following set (I bet many are duplicates via different names, but there's enough).
This ONLY logs errors where YMD date mismatches. There are many more where YMD is the same but the time mismatches, omitted for brevity.
Queries as simple as "select date(...);" reproduce the error (if Java tz is set to a problematic tz)
I was investigating some case for a specific date and it seems like the conversion from dates to ms, namely offset calculation that takes the offset at UTC midnight and the offset at arbitrary time derived from that, is completely bogus and it's not clear why it would work.
I think we either need to derive date from UTC and then create local date from YMD if needed (for many cases e.g. toString for sinks, it would not be needed at all), and/or add a lookup table for timezone used (for popular dates, e.g. 1900-present, it would be 40k-odd entries, although the price of building it is another question).
Format: tz-expected-actual

2016-06-04T18:33:57,499 ERROR [main[]]: io.TestDateWritable (TestDateWritable.java:testDaylightSavingsTime(234)) - 
America/Santo_Domingo: 1971-10-31 00:30:00 != 1971-10-30 23:30:00

America/Santo_Domingo: 1972-10-29 00:30:00 != 1972-10-28 23:30:00

America/Santo_Domingo: 1973-10-28 00:30:00 != 1973-10-27 23:30:00

America/Santo_Domingo: 1974-10-27 01:00:00 != 1974-10-26 23:00:00

America/Sao_Paulo: 1914-01-01 00:06:28 != 1914-12-31 23:53:32

America/Sao_Paulo: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

America/Sao_Paulo: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

America/Scoresbysund: 1981-03-29 02:00:00 != 1981-03-28 22:00:00

America/St_Barthelemy: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/St_Johns: 1935-03-30 00:00:52 != 1935-03-29 23:59:08

America/St_Johns: 1936-05-11 01:00:00 != 1936-05-10 23:00:00

America/St_Johns: 1937-05-10 01:00:00 != 1937-05-09 23:00:00

America/St_Johns: 1938-05-09 01:00:00 != 1938-05-08 23:00:00

America/St_Johns: 1939-05-15 01:00:00 != 1939-05-14 23:00:00

America/St_Johns: 1940-05-13 01:00:00 != 1940-05-12 23:00:00

America/St_Johns: 1941-05-12 01:00:00 != 1941-05-11 23:00:00

America/St_Johns: 1942-05-11 01:00:00 != 1942-05-10 23:00:00

America/St_Kitts: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/St_Lucia: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/St_Thomas: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/St_Vincent: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/Swift_Current: 1905-09-01 00:11:20 != 1905-08-31 23:48:40

America/Tegucigalpa: 1987-05-03 01:00:00 != 1987-05-02 23:00:00

America/Tegucigalpa: 1988-05-01 01:00:00 != 1988-04-30 23:00:00

America/Tegucigalpa: 2006-05-07 01:00:00 != 2006-05-06 23:00:00

America/Thule: 1916-07-28 00:35:08 != 1916-07-27 23:24:52

America/Thunder_Bay: 1910-01-01 01:00:00 != 1910-12-31 23:00:00

America/Tijuana: 1931-04-01 01:00:00 != 1931-03-31 23:00:00

America/Tijuana: 1942-04-24 01:00:00 != 1942-04-23 23:00:00

America/Tijuana: 1948-04-05 01:00:00 != 1948-04-04 23:00:00

America/Toronto: 1919-03-31 01:00:00 != 1919-03-30 23:00:00

America/Toronto: 1947-04-27 01:00:00 != 1947-04-26 23:00:00

America/Toronto: 1948-04-25 01:00:00 != 1948-04-24 23:00:00

America/Toronto: 1949-04-24 01:00:00 != 1949-04-23 23:00:00

America/Tortola: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/Virgin: 1912-03-02 00:06:04 != 1912-03-01 23:53:56

America/Whitehorse: 1900-08-20 00:00:12 != 1900-08-19 23:59:48

America/Whitehorse: 1965-04-25 02:00:00 != 1965-04-24 22:00:00

America/Winnipeg: 1916-04-23 01:00:00 != 1916-04-22 23:00:00

America/Yellowknife: 1965-04-25 02:00:00 != 1965-04-24 22:00:00

Antarctica/Palmer: 1965-10-15 01:00:00 != 1965-10-14 23:00:00

Antarctica/Palmer: 1966-10-15 01:00:00 != 1966-10-14 23:00:00

Antarctica/Palmer: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

Antarctica/Palmer: 1968-10-06 01:00:00 != 1968-10-05 23:00:00

Antarctica/Palmer: 1969-10-05 01:00:00 != 1969-10-04 23:00:00

Antarctica/Palmer: 1974-01-23 01:00:00 != 1974-01-22 23:00:00

Antarctica/Palmer: 1982-10-10 01:00:00 != 1982-10-09 23:00:00

Antarctica/Palmer: 1983-10-09 01:00:00 != 1983-10-08 23:00:00

Antarctica/Palmer: 1984-10-14 01:00:00 != 1984-10-13 23:00:00

Antarctica/Palmer: 1985-10-13 01:00:00 != 1985-10-12 23:00:00

Antarctica/Palmer: 1986-10-12 01:00:00 != 1986-10-11 23:00:00

Antarctica/Palmer: 1987-10-11 01:00:00 != 1987-10-10 23:00:00

Antarctica/Palmer: 1988-10-02 01:00:00 != 1988-10-01 23:00:00

Antarctica/Palmer: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

Antarctica/Palmer: 1990-09-16 01:00:00 != 1990-09-15 23:00:00

Antarctica/Palmer: 1991-10-13 01:00:00 != 1991-10-12 23:00:00

Antarctica/Palmer: 1992-10-11 01:00:00 != 1992-10-10 23:00:00

Antarctica/Palmer: 1993-10-10 01:00:00 != 1993-10-09 23:00:00

Antarctica/Palmer: 1994-10-09 01:00:00 != 1994-10-08 23:00:00

Antarctica/Palmer: 1995-10-15 01:00:00 != 1995-10-14 23:00:00

Antarctica/Palmer: 1996-10-13 01:00:00 != 1996-10-12 23:00:00

Antarctica/Palmer: 1997-10-12 01:00:00 != 1997-10-11 23:00:00

Antarctica/Palmer: 1998-09-27 01:00:00 != 1998-09-26 23:00:00

Antarctica/Palmer: 1999-10-10 01:00:00 != 1999-10-09 23:00:00

Antarctica/Palmer: 2000-10-15 01:00:00 != 2000-10-14 23:00:00

Antarctica/Palmer: 2001-10-14 01:00:00 != 2001-10-13 23:00:00

Antarctica/Palmer: 2002-10-13 01:00:00 != 2002-10-12 23:00:00

Antarctica/Palmer: 2003-10-12 01:00:00 != 2003-10-11 23:00:00

Antarctica/Palmer: 2004-10-10 01:00:00 != 2004-10-09 23:00:00

Antarctica/Palmer: 2005-10-09 01:00:00 != 2005-10-08 23:00:00

Antarctica/Palmer: 2006-10-15 01:00:00 != 2006-10-14 23:00:00

Antarctica/Palmer: 2007-10-14 01:00:00 != 2007-10-13 23:00:00

Antarctica/Palmer: 2008-10-12 01:00:00 != 2008-10-11 23:00:00

Antarctica/Palmer: 2009-10-11 01:00:00 != 2009-10-10 23:00:00

Antarctica/Palmer: 2010-10-10 01:00:00 != 2010-10-09 23:00:00

Antarctica/Palmer: 2011-08-21 01:00:00 != 2011-08-20 23:00:00

Antarctica/Palmer: 2012-09-02 01:00:00 != 2012-09-01 23:00:00

Antarctica/Palmer: 2013-09-08 01:00:00 != 2013-09-07 23:00:00

Antarctica/Palmer: 2014-09-07 01:00:00 != 2014-09-06 23:00:00

Atlantic/Canary: 1922-03-01 00:01:36 != 1922-02-28 23:58:24

Atlantic/Cape_Verde: 1942-09-01 01:00:00 != 1942-08-31 23:00:00

Atlantic/Faeroe: 1908-01-11 00:27:04 != 1908-01-10 23:32:56

Atlantic/Faroe: 1908-01-11 00:27:04 != 1908-01-10 23:32:56

Atlantic/Madeira: 1912-01-01 00:07:36 != 1912-12-31 23:52:24

Atlantic/Reykjavik: 1908-01-01 00:28:00 != 1908-12-31 23:32:00

Atlantic/St_Helena: 1912-01-01 00:16:08 != 1912-12-31 23:43:52

Atlantic/Stanley: 1937-09-26 01:00:00 != 1937-09-25 23:00:00

Atlantic/Stanley: 1938-09-25 01:00:00 != 1938-09-24 23:00:00

Atlantic/Stanley: 1939-10-01 01:00:00 != 1939-09-30 23:00:00

Atlantic/Stanley: 1940-09-29 01:00:00 != 1940-09-28 23:00:00

Atlantic/Stanley: 1941-09-28 01:00:00 != 1941-09-27 23:00:00

Atlantic/Stanley: 1942-09-27 01:00:00 != 1942-09-26 23:00:00

Atlantic/Stanley: 1983-05-01 01:00:00 != 1983-04-30 23:00:00

Atlantic/Stanley: 1983-09-25 01:00:00 != 1983-09-24 23:00:00

Atlantic/Stanley: 1984-09-16 01:00:00 != 1984-09-15 23:00:00

Atlantic/Stanley: 1986-09-14 01:00:00 != 1986-09-13 23:00:00

Atlantic/Stanley: 1987-09-13 01:00:00 != 1987-09-12 23:00:00

Atlantic/Stanley: 1988-09-11 01:00:00 != 1988-09-10 23:00:00

Atlantic/Stanley: 1989-09-10 01:00:00 != 1989-09-09 23:00:00

Atlantic/Stanley: 1990-09-09 01:00:00 != 1990-09-08 23:00:00

Atlantic/Stanley: 1991-09-15 01:00:00 != 1991-09-14 23:00:00

Atlantic/Stanley: 1992-09-13 01:00:00 != 1992-09-12 23:00:00

Atlantic/Stanley: 1993-09-12 01:00:00 != 1993-09-11 23:00:00

Atlantic/Stanley: 1994-09-11 01:00:00 != 1994-09-10 23:00:00

Atlantic/Stanley: 1995-09-10 01:00:00 != 1995-09-09 23:00:00

Atlantic/Stanley: 1996-09-15 01:00:00 != 1996-09-14 23:00:00

Atlantic/Stanley: 1997-09-14 01:00:00 != 1997-09-13 23:00:00

Atlantic/Stanley: 1998-09-13 01:00:00 != 1998-09-12 23:00:00

Atlantic/Stanley: 1999-09-12 01:00:00 != 1999-09-11 23:00:00

Atlantic/Stanley: 2000-09-10 01:00:00 != 2000-09-09 23:00:00

Brazil/Acre: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

Brazil/Acre: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

Brazil/DeNoronha: 1914-01-01 00:09:40 != 1914-12-31 23:50:20

Brazil/DeNoronha: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

Brazil/DeNoronha: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

Brazil/East: 1914-01-01 00:06:28 != 1914-12-31 23:53:32

Brazil/East: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

Brazil/East: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

Brazil/West: 1914-01-01 00:00:04 != 1914-12-31 23:59:56

Brazil/West: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

Brazil/West: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

Canada/Atlantic: 1902-06-15 00:14:24 != 1902-06-14 23:45:36

Canada/Atlantic: 1916-04-01 01:00:00 != 1916-03-31 23:00:00

Canada/Atlantic: 1920-05-09 01:00:00 != 1920-05-08 23:00:00

Canada/Atlantic: 1921-05-06 01:00:00 != 1921-05-05 23:00:00

Canada/Atlantic: 1922-04-30 01:00:00 != 1922-04-29 23:00:00

Canada/Atlantic: 1923-05-06 01:00:00 != 1923-05-05 23:00:00

Canada/Atlantic: 1924-05-04 01:00:00 != 1924-05-03 23:00:00

Canada/Atlantic: 1925-05-03 01:00:00 != 1925-05-02 23:00:00

Canada/Atlantic: 1926-05-16 01:00:00 != 1926-05-15 23:00:00

Canada/Atlantic: 1927-05-01 01:00:00 != 1927-04-30 23:00:00

Canada/Atlantic: 1928-05-13 01:00:00 != 1928-05-12 23:00:00

Canada/Atlantic: 1929-05-12 01:00:00 != 1929-05-11 23:00:00

Canada/Atlantic: 1930-05-11 01:00:00 != 1930-05-10 23:00:00

Canada/Atlantic: 1931-05-10 01:00:00 != 1931-05-09 23:00:00

Canada/Atlantic: 1932-05-01 01:00:00 != 1932-04-30 23:00:00

Canada/Atlantic: 1933-04-30 01:00:00 != 1933-04-29 23:00:00

Canada/Atlantic: 1934-05-20 01:00:00 != 1934-05-19 23:00:00

Canada/Atlantic: 1935-06-02 01:00:00 != 1935-06-01 23:00:00

Canada/Atlantic: 1936-06-01 01:00:00 != 1936-05-31 23:00:00

Canada/Atlantic: 1937-05-02 01:00:00 != 1937-05-01 23:00:00

Canada/Atlantic: 1938-05-01 01:00:00 != 1938-04-30 23:00:00

Canada/Atlantic: 1939-05-28 01:00:00 != 1939-05-27 23:00:00

Canada/Atlantic: 1940-05-05 01:00:00 != 1940-05-04 23:00:00

Canada/Atlantic: 1941-05-04 01:00:00 != 1941-05-03 23:00:00

Canada/Central: 1916-04-23 01:00:00 != 1916-04-22 23:00:00

Canada/East-Saskatchewan: 1930-05-04 01:00:00 != 1930-05-03 23:00:00

Canada/East-Saskatchewan: 1931-05-03 01:00:00 != 1931-05-02 23:00:00

Canada/East-Saskatchewan: 1932-05-01 01:00:00 != 1932-04-30 23:00:00

Canada/East-Saskatchewan: 1933-05-07 01:00:00 != 1933-05-06 23:00:00

Canada/East-Saskatchewan: 1934-05-06 01:00:00 != 1934-05-05 23:00:00

Canada/East-Saskatchewan: 1937-04-11 01:00:00 != 1937-04-10 23:00:00

Canada/East-Saskatchewan: 1938-04-10 01:00:00 != 1938-04-09 23:00:00

Canada/East-Saskatchewan: 1939-04-09 01:00:00 != 1939-04-08 23:00:00

Canada/East-Saskatchewan: 1940-04-14 01:00:00 != 1940-04-13 23:00:00

Canada/East-Saskatchewan: 1941-04-13 01:00:00 != 1941-04-12 23:00:00

Canada/Eastern: 1919-03-31 01:00:00 != 1919-03-30 23:00:00

Canada/Eastern: 1947-04-27 01:00:00 != 1947-04-26 23:00:00

Canada/Eastern: 1948-04-25 01:00:00 != 1948-04-24 23:00:00

Canada/Eastern: 1949-04-24 01:00:00 != 1949-04-23 23:00:00

Canada/Mountain: 1906-09-01 00:33:52 != 1906-08-31 23:26:08

Canada/Newfoundland: 1935-03-30 00:00:52 != 1935-03-29 23:59:08

Canada/Newfoundland: 1936-05-11 01:00:00 != 1936-05-10 23:00:00

Canada/Newfoundland: 1937-05-10 01:00:00 != 1937-05-09 23:00:00

Canada/Newfoundland: 1938-05-09 01:00:00 != 1938-05-08 23:00:00

Canada/Newfoundland: 1939-05-15 01:00:00 != 1939-05-14 23:00:00

Canada/Newfoundland: 1940-05-13 01:00:00 != 1940-05-12 23:00:00

Canada/Newfoundland: 1941-05-12 01:00:00 != 1941-05-11 23:00:00

Canada/Newfoundland: 1942-05-11 01:00:00 != 1942-05-10 23:00:00

Canada/Saskatchewan: 1930-05-04 01:00:00 != 1930-05-03 23:00:00

Canada/Saskatchewan: 1931-05-03 01:00:00 != 1931-05-02 23:00:00

Canada/Saskatchewan: 1932-05-01 01:00:00 != 1932-04-30 23:00:00

Canada/Saskatchewan: 1933-05-07 01:00:00 != 1933-05-06 23:00:00

Canada/Saskatchewan: 1934-05-06 01:00:00 != 1934-05-05 23:00:00

Canada/Saskatchewan: 1937-04-11 01:00:00 != 1937-04-10 23:00:00

Canada/Saskatchewan: 1938-04-10 01:00:00 != 1938-04-09 23:00:00

Canada/Saskatchewan: 1939-04-09 01:00:00 != 1939-04-08 23:00:00

Canada/Saskatchewan: 1940-04-14 01:00:00 != 1940-04-13 23:00:00

Canada/Saskatchewan: 1941-04-13 01:00:00 != 1941-04-12 23:00:00

Canada/Yukon: 1900-08-20 00:00:12 != 1900-08-19 23:59:48

Canada/Yukon: 1965-04-25 02:00:00 != 1965-04-24 22:00:00

Chile/Continental: 1916-07-01 00:17:14 != 1916-06-30 23:42:46

Chile/Continental: 1918-09-01 00:42:46 != 1918-08-31 23:17:14

Chile/Continental: 1927-09-01 00:42:46 != 1927-08-31 23:17:14

Chile/Continental: 1928-09-01 01:00:00 != 1928-08-31 23:00:00

Chile/Continental: 1929-09-01 01:00:00 != 1929-08-31 23:00:00

Chile/Continental: 1930-09-01 01:00:00 != 1930-08-31 23:00:00

Chile/Continental: 1931-09-01 01:00:00 != 1931-08-31 23:00:00

Chile/Continental: 1932-09-01 01:00:00 != 1932-08-31 23:00:00

Chile/Continental: 1942-08-01 01:00:00 != 1942-07-31 23:00:00

Chile/Continental: 1947-05-22 01:00:00 != 1947-05-21 23:00:00

Chile/Continental: 1968-11-03 01:00:00 != 1968-11-02 23:00:00

Chile/Continental: 1969-11-23 01:00:00 != 1969-11-22 23:00:00

Chile/Continental: 1970-10-11 01:00:00 != 1970-10-10 23:00:00

Chile/Continental: 1971-10-10 01:00:00 != 1971-10-09 23:00:00

Chile/Continental: 1972-10-15 01:00:00 != 1972-10-14 23:00:00

Chile/Continental: 1973-09-30 01:00:00 != 1973-09-29 23:00:00

Chile/Continental: 1974-10-13 01:00:00 != 1974-10-12 23:00:00

Chile/Continental: 1975-10-12 01:00:00 != 1975-10-11 23:00:00

Chile/Continental: 1976-10-10 01:00:00 != 1976-10-09 23:00:00

Chile/Continental: 1977-10-09 01:00:00 != 1977-10-08 23:00:00

Chile/Continental: 1978-10-15 01:00:00 != 1978-10-14 23:00:00

Chile/Continental: 1979-10-14 01:00:00 != 1979-10-13 23:00:00

Chile/Continental: 1980-10-12 01:00:00 != 1980-10-11 23:00:00

Chile/Continental: 1981-10-11 01:00:00 != 1981-10-10 23:00:00

Chile/Continental: 1982-10-10 01:00:00 != 1982-10-09 23:00:00

Chile/Continental: 1983-10-09 01:00:00 != 1983-10-08 23:00:00

Chile/Continental: 1984-10-14 01:00:00 != 1984-10-13 23:00:00

Chile/Continental: 1985-10-13 01:00:00 != 1985-10-12 23:00:00

Chile/Continental: 1986-10-12 01:00:00 != 1986-10-11 23:00:00

Chile/Continental: 1987-10-11 01:00:00 != 1987-10-10 23:00:00

Chile/Continental: 1988-10-02 01:00:00 != 1988-10-01 23:00:00

Chile/Continental: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

Chile/Continental: 1990-09-16 01:00:00 != 1990-09-15 23:00:00

Chile/Continental: 1991-10-13 01:00:00 != 1991-10-12 23:00:00

Chile/Continental: 1992-10-11 01:00:00 != 1992-10-10 23:00:00

Chile/Continental: 1993-10-10 01:00:00 != 1993-10-09 23:00:00

Chile/Continental: 1994-10-09 01:00:00 != 1994-10-08 23:00:00

Chile/Continental: 1995-10-15 01:00:00 != 1995-10-14 23:00:00

Chile/Continental: 1996-10-13 01:00:00 != 1996-10-12 23:00:00

Chile/Continental: 1997-10-12 01:00:00 != 1997-10-11 23:00:00

Chile/Continental: 1998-09-27 01:00:00 != 1998-09-26 23:00:00

Chile/Continental: 1999-10-10 01:00:00 != 1999-10-09 23:00:00

Chile/Continental: 2000-10-15 01:00:00 != 2000-10-14 23:00:00

Chile/Continental: 2001-10-14 01:00:00 != 2001-10-13 23:00:00

Chile/Continental: 2002-10-13 01:00:00 != 2002-10-12 23:00:00

Chile/Continental: 2003-10-12 01:00:00 != 2003-10-11 23:00:00

Chile/Continental: 2004-10-10 01:00:00 != 2004-10-09 23:00:00

Chile/Continental: 2005-10-09 01:00:00 != 2005-10-08 23:00:00

Chile/Continental: 2006-10-15 01:00:00 != 2006-10-14 23:00:00

Chile/Continental: 2007-10-14 01:00:00 != 2007-10-13 23:00:00

Chile/Continental: 2008-10-12 01:00:00 != 2008-10-11 23:00:00

Chile/Continental: 2009-10-11 01:00:00 != 2009-10-10 23:00:00

Chile/Continental: 2010-10-10 01:00:00 != 2010-10-09 23:00:00

Chile/Continental: 2011-08-21 01:00:00 != 2011-08-20 23:00:00

Chile/Continental: 2012-09-02 01:00:00 != 2012-09-01 23:00:00

Chile/Continental: 2013-09-08 01:00:00 != 2013-09-07 23:00:00

Chile/Continental: 2014-09-07 01:00:00 != 2014-09-06 23:00:00

Chile/EasterIsland: 1932-09-01 01:17:28 != 1932-08-31 22:42:32

Cuba: 1928-06-10 01:00:00 != 1928-06-09 23:00:00

Cuba: 1940-06-02 01:00:00 != 1940-06-01 23:00:00

Cuba: 1941-06-01 01:00:00 != 1941-05-31 23:00:00

Cuba: 1942-06-07 01:00:00 != 1942-06-06 23:00:00

Cuba: 1945-06-03 01:00:00 != 1945-06-02 23:00:00

Cuba: 1946-06-02 01:00:00 != 1946-06-01 23:00:00

Cuba: 1965-06-01 01:00:00 != 1965-05-31 23:00:00

Cuba: 1966-05-29 01:00:00 != 1966-05-28 23:00:00

Cuba: 1967-04-08 01:00:00 != 1967-04-07 23:00:00

Cuba: 1968-04-14 01:00:00 != 1968-04-13 23:00:00

Cuba: 1969-04-27 01:00:00 != 1969-04-26 23:00:00

Cuba: 1970-04-26 01:00:00 != 1970-04-25 23:00:00

Cuba: 1971-04-25 01:00:00 != 1971-04-24 23:00:00

Cuba: 1972-04-30 01:00:00 != 1972-04-29 23:00:00

Cuba: 1973-04-29 01:00:00 != 1973-04-28 23:00:00

Cuba: 1974-04-28 01:00:00 != 1974-04-27 23:00:00

Cuba: 1975-04-27 01:00:00 != 1975-04-26 23:00:00

Cuba: 1976-04-25 01:00:00 != 1976-04-24 23:00:00

Cuba: 1977-04-24 01:00:00 != 1977-04-23 23:00:00

Cuba: 1978-05-07 01:00:00 != 1978-05-06 23:00:00

Cuba: 1979-03-18 01:00:00 != 1979-03-17 23:00:00

Cuba: 1980-03-16 01:00:00 != 1980-03-15 23:00:00

Cuba: 1981-05-10 01:00:00 != 1981-05-09 23:00:00

Cuba: 1982-05-09 01:00:00 != 1982-05-08 23:00:00

Cuba: 1983-05-08 01:00:00 != 1983-05-07 23:00:00

Cuba: 1984-05-06 01:00:00 != 1984-05-05 23:00:00

Cuba: 1985-05-05 01:00:00 != 1985-05-04 23:00:00

Cuba: 1986-03-16 01:00:00 != 1986-03-15 23:00:00

Cuba: 1987-03-15 01:00:00 != 1987-03-14 23:00:00

Cuba: 1988-03-20 01:00:00 != 1988-03-19 23:00:00

Cuba: 1989-03-19 01:00:00 != 1989-03-18 23:00:00

Cuba: 1990-04-01 01:00:00 != 1990-03-31 23:00:00

Cuba: 1991-04-07 01:00:00 != 1991-04-06 23:00:00

Europe/Lisbon: 1912-01-01 00:36:45 != 1912-12-31 23:23:15

Europe/Madrid: 1901-01-01 00:14:44 != 1901-12-31 23:45:16

Iceland: 1908-01-01 00:28:00 != 1908-12-31 23:32:00

Jamaica: 1912-02-01 00:07:11 != 1912-01-31 23:52:49

Mexico/BajaNorte: 1931-04-01 01:00:00 != 1931-03-31 23:00:00

Mexico/BajaNorte: 1942-04-24 01:00:00 != 1942-04-23 23:00:00

Mexico/BajaNorte: 1948-04-05 01:00:00 != 1948-04-04 23:00:00

Mexico/BajaSur: 1932-04-01 01:00:00 != 1932-03-31 23:00:00

Mexico/BajaSur: 1970-01-01 01:00:00 != 1970-12-31 23:00:00

Pacific/Apia: 1950-01-01 00:30:00 != 1949-12-31 23:30:00

Pacific/Apia: 2010-09-26 01:00:00 != 2010-09-25 23:00:00

Pacific/Easter: 1932-09-01 01:17:28 != 1932-08-31 22:42:32

Pacific/Enderbury: 1979-10-01 01:00:00 != 1979-09-30 23:00:00

Pacific/Fakaofo: 1901-01-01 00:24:56 != 1901-12-31 23:35:04

Pacific/Galapagos: 1931-01-01 00:58:24 != 1931-12-31 23:01:36

Pacific/Kiritimati: 1979-10-01 00:40:00 != 1979-09-30 23:20:00

Pacific/Midway: 1901-01-01 00:49:28 != 1901-12-31 23:10:32

Pacific/Midway: 1956-06-03 01:00:00 != 1956-06-02 23:00:00

Pacific/Niue: 1978-10-01 00:30:00 != 1978-09-30 23:30:00

Pacific/Pago_Pago: 1911-01-01 00:22:48 != 1910-12-31 23:37:12

Pacific/Pitcairn: 1901-01-01 00:10:20 != 1901-12-31 23:49:40

Pacific/Pitcairn: 1998-04-27 00:30:00 != 1998-04-26 23:30:00

Pacific/Rarotonga: 1901-01-01 00:09:04 != 1901-12-31 23:50:56

Pacific/Rarotonga: 1978-11-12 01:00:00 != 1978-11-11 23:00:00

Pacific/Rarotonga: 1979-10-28 00:30:00 != 1979-10-27 23:30:00

Pacific/Rarotonga: 1980-10-26 00:30:00 != 1980-10-25 23:30:00

Pacific/Rarotonga: 1981-10-25 00:30:00 != 1981-10-24 23:30:00

Pacific/Rarotonga: 1982-10-31 00:30:00 != 1982-10-30 23:30:00

Pacific/Rarotonga: 1983-10-30 00:30:00 != 1983-10-29 23:30:00

Pacific/Rarotonga: 1984-10-28 00:30:00 != 1984-10-27 23:30:00

Pacific/Rarotonga: 1985-10-27 00:30:00 != 1985-10-26 23:30:00

Pacific/Rarotonga: 1986-10-26 00:30:00 != 1986-10-25 23:30:00

Pacific/Rarotonga: 1987-10-25 00:30:00 != 1987-10-24 23:30:00

Pacific/Rarotonga: 1988-10-30 00:30:00 != 1988-10-29 23:30:00

Pacific/Rarotonga: 1989-10-29 00:30:00 != 1989-10-28 23:30:00

Pacific/Rarotonga: 1990-10-28 00:30:00 != 1990-10-27 23:30:00

Pacific/Samoa: 1911-01-01 00:22:48 != 1910-12-31 23:37:12

Portugal: 1912-01-01 00:36:45 != 1912-12-31 23:23:15

US/Samoa: 1911-01-01 00:22:48 != 1910-12-31 23:37:12

AGT: 1920-05-01 00:16:48 != 1920-04-30 23:43:12

AGT: 1930-12-01 01:00:00 != 1930-11-30 23:00:00

AGT: 1931-10-15 01:00:00 != 1931-10-14 23:00:00

AGT: 1932-11-01 01:00:00 != 1932-10-31 23:00:00

AGT: 1933-11-01 01:00:00 != 1933-10-31 23:00:00

AGT: 1934-11-01 01:00:00 != 1934-10-31 23:00:00

AGT: 1935-11-01 01:00:00 != 1935-10-31 23:00:00

AGT: 1936-11-01 01:00:00 != 1936-10-31 23:00:00

AGT: 1937-11-01 01:00:00 != 1937-10-31 23:00:00

AGT: 1938-11-01 01:00:00 != 1938-10-31 23:00:00

AGT: 1939-11-01 01:00:00 != 1939-10-31 23:00:00

AGT: 1940-07-01 01:00:00 != 1940-06-30 23:00:00

AGT: 1941-10-15 01:00:00 != 1941-10-14 23:00:00

AGT: 1943-10-15 01:00:00 != 1943-10-14 23:00:00

AGT: 1946-10-01 01:00:00 != 1946-09-30 23:00:00

AGT: 1963-12-15 01:00:00 != 1963-12-14 23:00:00

AGT: 1964-10-15 01:00:00 != 1964-10-14 23:00:00

AGT: 1965-10-15 01:00:00 != 1965-10-14 23:00:00

AGT: 1966-10-15 01:00:00 != 1966-10-14 23:00:00

AGT: 1967-10-01 01:00:00 != 1967-09-30 23:00:00

AGT: 1968-10-06 01:00:00 != 1968-10-05 23:00:00

AGT: 1969-10-05 01:00:00 != 1969-10-04 23:00:00

AGT: 1974-01-23 01:00:00 != 1974-01-22 23:00:00

AGT: 1988-12-01 01:00:00 != 1988-11-30 23:00:00

AGT: 1989-10-15 01:00:00 != 1989-10-14 23:00:00

AGT: 1990-10-21 01:00:00 != 1990-10-20 23:00:00

AGT: 1991-10-20 01:00:00 != 1991-10-19 23:00:00

AGT: 1992-10-18 01:00:00 != 1992-10-17 23:00:00

AGT: 2008-12-30 01:00:00 != 2007-12-29 23:00:00

AGT: 2008-10-19 01:00:00 != 2008-10-18 23:00:00

BET: 1914-01-01 00:06:28 != 1914-12-31 23:53:32

BET: 1932-10-03 01:00:00 != 1932-10-02 23:00:00

BET: 1949-12-01 01:00:00 != 1949-11-30 23:00:00

CNT: 1935-03-30 00:00:52 != 1935-03-29 23:59:08

CNT: 1936-05-11 01:00:00 != 1936-05-10 23:00:00

CNT: 1937-05-10 01:00:00 != 1937-05-09 23:00:00

CNT: 1938-05-09 01:00:00 != 1938-05-08 23:00:00

CNT: 1939-05-15 01:00:00 != 1939-05-14 23:00:00

CNT: 1940-05-13 01:00:00 != 1940-05-12 23:00:00

